Date,Ticker,Adj Close,Close,High,Low,Open,Volume,MA50,MA200,Previous day close,Change in price,Percent change price,Previous day volume,Change in volume,Percent change volume
2021-01-04,META,268.65496826171875,268.94000244140625,275.0,265.20001220703125,274.7799987792969,15106100,,,,,,,,
2021-01-04,TWLO,334.5899963378906,334.5899963378906,340.59600830078125,326.260009765625,339.0,1968900,,,,,,,,
2021-01-05,META,270.68280029296875,270.9700012207031,272.3999938964844,268.2099914550781,268.2900085449219,9871600,,,268.94000244140625,2.029998779296875,0.007548147396700955,15106100.0,-5234500.0,-0.3465156459973123
2021-01-05,TWLO,341.239990234375,341.239990234375,341.7900085449219,329.0,330.42999267578125,1375400,,,334.5899963378906,6.649993896484375,0.019875052958154837,1968900.0,-593500.0,-0.301437350805018
2021-01-06,META,263.0309143066406,263.30999755859375,267.75,260.010009765625,262.0,24354100,,,270.9700012207031,-7.660003662109375,-0.028268825433079403,9871600.0,14482500.0,1.4670874022448235
2021-01-06,TWLO,329.010009765625,329.010009765625,337.92999267578125,326.1099853515625,329.0899963378906,1837600,,,341.239990234375,-12.22998046875,-0.035839821881222145,1375400.0,462200.0,0.33604769521593725
2021-01-07,META,268.4551696777344,268.739990234375,271.6099853515625,264.7799987792969,265.8999938964844,15789800,,,263.30999755859375,5.42999267578125,0.02062205281276075,24354100.0,-8564300.0,-0.3516574211323761
2021-01-07,TWLO,357.1499938964844,357.1499938964844,357.5,337.31500244140625,339.8800048828125,2057900,,,329.010009765625,28.139984130859375,0.08552926444671183,1837600.0,220300.0,0.1198846321288638
2021-01-08,META,267.2864074707031,267.57000732421875,268.95001220703125,263.17999267578125,268.30999755859375,18528300,,,268.739990234375,-1.16998291015625,-0.004353586934106368,15789800.0,2738500.0,0.17343474901518707
2021-01-08,TWLO,360.2699890136719,360.2699890136719,373.0050048828125,355.7900085449219,362.3399963378906,2136200,,,357.1499938964844,3.1199951171875,0.008735811761183543,2057900.0,78300.0,0.0380484960396521
2021-01-11,META,256.5677795410156,256.8399963378906,263.4700012207031,255.89999389648438,260.4800109863281,30412300,,,267.57000732421875,-10.730010986328125,-0.040101695603447784,18528300.0,11884000.0,0.6413972139915696
2021-01-11,TWLO,362.010009765625,362.010009765625,367.67999267578125,356.0,359.6000061035156,1261400,,,360.2699890136719,1.740020751953125,0.004829768798441547,2136200.0,-874800.0,-0.4095122179571201
2021-01-12,META,250.82386779785156,251.08999633789062,259.7200012207031,250.3000030517578,256.6300048828125,26383500,,,256.8399963378906,-5.75,-0.022387478905098068,30412300.0,-4028800.0,-0.13247271663109994
2021-01-12,TWLO,375.1499938964844,375.1499938964844,375.739990234375,362.2550048828125,363.0,1257300,,,362.010009765625,13.139984130859375,0.03629729503713608,1261400.0,-4100.0,-0.003250356746472227
2021-01-13,META,251.373291015625,251.63999938964844,253.9499969482422,249.1999969482422,251.5500030517578,19528900,,,251.08999633789062,0.5500030517578125,0.0021904618255585984,26383500.0,-6854600.0,-0.2598063183429037
2021-01-13,TWLO,369.0,369.0,381.9549865722656,367.989990234375,376.0,1486100,,,375.1499938964844,-6.149993896484375,-0.016393426620130325,1257300.0,228800.0,0.1819772528433945
2021-01-14,META,245.37965393066406,245.63999938964844,255.02999877929688,244.61000061035156,253.39999389648438,29739400,,,251.63999938964844,-6.0,-0.023843586133178274,19528900.0,10210500.0,0.522840508169943
2021-01-14,TWLO,385.1000061035156,385.1000061035156,386.75,371.2250061035156,373.3299865722656,1817100,,,369.0,16.100006103515625,0.043631452855055874,1486100.0,331000.0,0.22273063723840925
2021-01-15,META,251.0935821533203,251.36000061035156,253.86000061035156,247.16000366210938,247.89999389648438,24942900,,,245.63999938964844,5.720001220703125,0.023286114781451817,29739400.0,-4796500.0,-0.16128435677922215
2021-01-15,TWLO,388.6499938964844,388.6499938964844,398.2860107421875,383.3739929199219,385.0,1791600,,,385.1000061035156,3.54998779296875,0.009218352990663092,1817100.0,-25500.0,-0.014033349843156628
2021-01-19,META,260.8232727050781,261.1000061035156,262.20001220703125,252.72000122070312,256.8999938964844,28028500,,,251.36000061035156,9.740005493164062,0.03874922608813414,24942900.0,3085600.0,0.12370654575049422
2021-01-19,TWLO,382.25,382.25,390.0,377.6199951171875,388.5,1882600,,,388.6499938964844,-6.399993896484375,-0.01646724301297431,1791600.0,91000.0,0.050792587631167674
2021-01-20,META,267.1965026855469,267.4800109863281,270.32000732421875,263.6000061035156,268.92999267578125,25199900,,,261.1000061035156,6.3800048828125,0.024435100473659377,28028500.0,-2828600.0,-0.10091870774390355
2021-01-20,TWLO,392.9700012207031,392.9700012207031,394.3599853515625,383.6600036621094,388.69000244140625,1142100,,,382.25,10.720001220703125,0.028044476705567423,1882600.0,-740500.0,-0.39333899925634763
2021-01-21,META,272.5807800292969,272.8699951171875,273.6000061035156,267.489990234375,269.260009765625,20838700,,,267.4800109863281,5.389984130859375,0.020150979174047068,25199900.0,-4361200.0,-0.17306417882610647
2021-01-21,TWLO,389.0,389.0,394.4800109863281,383.0,392.510009765625,1064500,,,392.9700012207031,-3.970001220703125,-0.010102555432656146,1142100.0,-77600.0,-0.06794501357149108
2021-01-22,META,274.20904541015625,274.5,278.4700012207031,272.0,272.010009765625,21954000,,,272.8699951171875,1.6300048828125,0.005973558514971389,20838700.0,1115300.0,0.05352061309006806
2021-01-22,TWLO,392.010009765625,392.010009765625,392.80999755859375,387.67999267578125,389.05999755859375,1166100,,,389.0,3.010009765625,0.007737814307519297,1064500.0,101600.0,0.09544387036167223
2021-01-25,META,277.7153625488281,278.010009765625,280.1000061035156,271.510009765625,278.1400146484375,19087000,,,274.5,3.510009765625,0.0127869208219491,21954000.0,-2867000.0,-0.13059123622118973
2021-01-25,TWLO,380.0,380.0,404.2699890136719,373.3399963378906,398.95001220703125,2340600,,,392.010009765625,-12.010009765625,-0.030636997695047463,1166100.0,1174500.0,1.0072034988422947
2021-01-26,META,281.75103759765625,282.04998779296875,285.3900146484375,277.80999755859375,278.1400146484375,19373600,,,278.010009765625,4.03997802734375,0.014531771826308049,19087000.0,286600.0,0.015015455545659417
2021-01-26,TWLO,355.1499938964844,355.1499938964844,381.29998779296875,354.45001220703125,381.29998779296875,2706600,,,380.0,-24.850006103515625,-0.06539475290398844,2340600.0,366000.0,0.15637016149705207
2021-01-27,META,271.8515625,272.1400146484375,283.45001220703125,268.1199951171875,282.5299987792969,35346200,,,282.04998779296875,-9.90997314453125,-0.035135520558169264,19373600.0,15972600.0,0.8244518313581368
2021-01-27,TWLO,337.7699890136719,337.7699890136719,352.44000244140625,329.1300048828125,341.0400085449219,2379000,,,355.1499938964844,-17.3800048828125,-0.04893708343376246,2706600.0,-327600.0,-0.12103746397694526
2021-01-28,META,264.7191162109375,265.0,286.7900085449219,264.70001220703125,277.17999267578125,37758800,,,272.1400146484375,-7.1400146484375,-0.026236548335831,35346200.0,2412600.0,0.06825627648799593
2021-01-28,TWLO,360.9100036621094,360.9100036621094,366.92999267578125,341.9200134277344,345.0,2193600,,,337.7699890136719,23.1400146484375,0.06850820203419805,2379000.0,-185400.0,-0.07793190416141238
2021-01-29,META,258.0561828613281,258.3299865722656,266.55999755859375,254.85000610351562,265.29998779296875,30389500,,,265.0,-6.670013427734375,-0.025169861991450437,37758800.0,-7369300.0,-0.19516774897507339
2021-01-29,TWLO,359.42999267578125,359.42999267578125,362.52899169921875,347.7699890136719,360.5,1848700,,,360.9100036621094,-1.480010986328125,-0.004100775737193807,2193600.0,-344900.0,-0.15723012399708247
2021-02-01,META,261.7322998046875,262.010009765625,264.1700134277344,254.91000366210938,259.5199890136719,22914300,,,258.3299865722656,3.680023193359375,0.014245435623595037,30389500.0,-7475200.0,-0.2459796969347966
2021-02-01,TWLO,371.54998779296875,371.54998779296875,372.0899963378906,356.0,364.0,1110800,,,359.42999267578125,12.1199951171875,0.03372004385877769,1848700.0,-737900.0,-0.3991453453778331
2021-02-02,META,266.7969055175781,267.0799865722656,268.8500061035156,263.2699890136719,264.0,17320800,,,262.010009765625,5.069976806640625,0.019350317230917513,22914300.0,-5593500.0,-0.24410520941071734
2021-02-02,TWLO,387.25,387.25,388.8800048828125,375.6820068359375,378.0,1579000,,,371.54998779296875,15.70001220703125,0.042255450741070844,1110800.0,468200.0,0.42149801944544474
2021-02-03,META,266.36737060546875,266.6499938964844,269.20001220703125,263.8399963378906,265.6199951171875,14223400,,,267.0799865722656,-0.42999267578125,-0.0016099771506649097,17320800.0,-3097400.0,-0.1788254584083876
2021-02-03,TWLO,389.5,389.5,393.6050109863281,381.67999267578125,391.20001220703125,1637600,,,387.25,2.25,0.005810200129115595,1579000.0,58600.0,0.037112096263457905
2021-02-04,META,266.2075500488281,266.489990234375,268.1600036621094,264.0,267.010009765625,16060000,,,266.6499938964844,-0.160003662109375,-0.0006000512498472999,14223400.0,1836600.0,0.12912524431570516
2021-02-04,TWLO,399.489990234375,399.489990234375,399.5,387.010009765625,391.0,1187000,,,389.5,9.989990234375,0.025648241936777838,1637600.0,-450600.0,-0.2751587689301417
2021-02-05,META,267.81585693359375,268.1000061035156,269.1700134277344,265.6700134277344,266.79998779296875,12454400,,,266.489990234375,1.610015869140625,0.0060415622655267676,16060000.0,-3605600.0,-0.22450809464508092
2021-02-05,TWLO,400.05999755859375,400.05999755859375,401.0,395.67999267578125,398.989990234375,1216400,,,399.489990234375,0.57000732421875,0.0014268375632748853,1187000.0,29400.0,0.024768323504633427
2021-02-08,META,266.2974548339844,266.5799865722656,269.8599853515625,265.0,268.75,13755200,,,268.1000061035156,-1.52001953125,-0.005669599017700588,12454400.0,1300800.0,0.10444501541623841
2021-02-08,TWLO,399.510009765625,399.510009765625,407.7699890136719,395.70001220703125,402.010009765625,1021000,,,400.05999755859375,-0.54998779296875,-0.0013747632763213558,1216400.0,-195400.0,-0.1606379480434068
2021-02-09,META,269.1644287109375,269.45001220703125,273.3900146484375,265.75,266.44000244140625,14613400,,,266.5799865722656,2.870025634765625,0.010766095653574448,13755200.0,858200.0,0.062390950331510986
2021-02-09,TWLO,406.57000732421875,406.57000732421875,411.9200134277344,402.260009765625,409.0,1809900,,,399.510009765625,7.05999755859375,0.017671641225549095,1021000.0,788900.0,0.7726738491674829
2021-02-10,META,271.58184814453125,271.8699951171875,273.79998779296875,267.7200012207031,272.45001220703125,14687200,,,269.45001220703125,2.41998291015625,0.008981194286593164,14613400.0,73800.0,0.0050501594427032614
2021-02-10,TWLO,433.29998779296875,433.29998779296875,437.9800109863281,411.6700134277344,412.32000732421875,2826600,,,406.57000732421875,26.72998046875,0.0657450869154601,1809900.0,1016700.0,0.5617437427482181
2021-02-11,META,270.1034240722656,270.3900146484375,273.5799865722656,268.489990234375,271.8900146484375,12828600,,,271.8699951171875,-1.47998046875,-0.005443706533749926,14687200.0,-1858600.0,-0.12654556348384993
2021-02-11,TWLO,433.19000244140625,433.19000244140625,441.19000244140625,422.0,428.9800109863281,1753700,,,433.29998779296875,-0.1099853515625,-0.000253831882439548,2826600.0,-1072900.0,-0.37957263142998654
2021-02-12,META,270.2132873535156,270.5,271.17999267578125,268.3399963378906,270.5199890136719,9097600,,,270.3900146484375,0.1099853515625,0.00040676558158225795,12828600.0,-3731000.0,-0.29083454157117694
2021-02-12,TWLO,435.2900085449219,435.2900085449219,437.8999938964844,421.17999267578125,430.4100036621094,1239800,,,433.19000244140625,2.100006103515625,0.004847771397493483,1753700.0,-513900.0,-0.29303757769287797
2021-02-16,META,273.67962646484375,273.9700012207031,276.6000061035156,270.04998779296875,270.79998779296875,15417200,,,270.5,3.470001220703125,0.012828100631065098,9097600.0,6319600.0,0.6946447414702779
2021-02-16,TWLO,421.260009765625,421.260009765625,435.75,411.5299987792969,433.9200134277344,2658700,,,435.2900085449219,-14.029998779296875,-0.03223138253551017,1239800.0,1418900.0,1.1444587836747862
2021-02-17,META,273.2800598144531,273.57000732421875,273.9700012207031,269.5799865722656,271.239990234375,12763200,,,273.9700012207031,-0.399993896484375,-0.0014599915855829648,15417200.0,-2654000.0,-0.17214539605116363
2021-02-17,TWLO,411.6499938964844,411.6499938964844,420.0,398.0400085449219,420.0,3107600,,,421.260009765625,-9.610015869140625,-0.022812551978259932,2658700.0,448900.0,0.16884191522172487
2021-02-18,META,269.1044921875,269.3900146484375,271.95001220703125,266.0299987792969,269.57000732421875,15249100,,,273.57000732421875,-4.17999267578125,-0.015279425974600302,12763200.0,2485900.0,0.19477090384856455
